real, imag
f4f337, ff82d2
fa94b4, fb3664
19786a, 036b3b
e4f17c, 0e5dac
004501, 1176b6
feb34f, 0d240a
129485, 081f6a
f81a52, 026edb
039a8b, 024d63
03c81d, f6c5b2
12c293, 0456db
1ad787, f9edee
08e0b1, e34ceb
057afe, 0f5b2f
fc7da0, f75bf6
01652d, 076045
148eb5, fa294f
008f77, 0c2057
fff14a, 00be80
fbb903, 0cea86
e39e8c, 02e554
f74914, 066744
05c506, 0197a9
0b08e9, fa4952
0e2600, 0cef27
020ce0, fd18a2
fb1432, f82f15
fffff2, f9cbc3
101b02, e876da
fbf0c2, f3b439
fc789e, 0c13e8
0aa3e1, f04db8
fc530f, 014e0e
f3219a, 172911
03606c, f968c4
fb5846, f9ac35
0a95c6, 0bbd16
06e38d, 0224bc
05df17, 0920c4
059f4b, f9a176
08817a, 0506d8
fc4151, 093cee
0b0045, 04505f
fceb6a, f3d6e8
f7df7f, fea663
113c51, ff6993
08acc2, 06b480
fc4326, f04b4e
fe7317, 0b0d6e
10495b, f309e8
f11bd5, fb63e1
1401f6, 03c8e5
f05389, f6a085
1935a3, f9391e
e762a9, 0c35ab
faadfd, 0c3583
f2a98d, f76bff
edc7a7, f62b13
13a90d, 0341cd
eb398f, f81772
fc5251, 158e77
0a655e, 1dc7bd
0ba626, 02ba3c
0cdc9a, fdd73e
0e18b6, fd5bd6
08e111, 132234
faba12, f6f138
f0b790, 191bfb
144ecc, 0b1cb8
fa10a9, eefa87
f19435, f6ff1a
08a2b1, fee259
03ea87, 02294d
fd3299, ef8f64
0c89cf, f3d4a7
faea51, fb4784
0f9898, f8d594
fa9b42, f499f4
0d3052, 0677b4
fee5a0, 093761
02b249, fca26d
fdf477, 09c860
093618, fd2c54
0823a3, 177b7f
f2a4fa, 109f47
ed5545, eef571
fdd51a, eee5fd
e0d253, 07b37f
07def5, 1236c5
0bf1e5, f571d5
efccd9, 06f6fa
f09f16, 00f069
fc0df2, 0d81ca
0aa3db, 081759
fea528, f54327
feff18, 0a7f5e
0ddd27, f051c3
f9d828, f60475
05dc73, f5f4d2
e82124, 0b2218
12a738, fea4ba
03cbd2, 049e49
076a09, e85e50
016454, 0133fb
0fa5b3, fca56a
0da17f, 0d5369
0cf669, efb380
f26449, 05ac9d
097550, fbcd05
f86ff0, 05c168
08634b, efe495
037514, 006ff0
fafc98, 0511f9
fe55ad, fbdc6b
0de2c1, 09c441
07d915, f64235
18ea7e, e806c7
eaf992, 113f10
edc96a, dfc4b3
f10915, fe1f66
0cd529, f38e11
03bb2e, 085c7e
056d19, f9185c
e8b06d, f3af54
fbd780, 06cf20
fff77d, 08b27e
f6a1c8, f6e3ea
ee5506, 00be7f
f87802, ef98b9
053829, f4c52d
010d38, 04201c
03168e, f1df7e
003da0, fd1242
02f66f, 0c1513
012ec9, 0c3c52
095a8a, fc5a9b
f799c4, fb94a9
0e1eb8, 016d24
fa26ac, 122ef7
014051, 07f511
1abb7a, 1147ae
fde078, 1ad872
fd542c, 0536cc
fb27e8, 02c8a1
fdbde2, 0521bf
f2f75f, 045481
f940e8, 099b97
f6c3f3, fc9d8a
11dea5, fc0168
0c3ef9, 0329c7
fd4d34, ef175e
0c477a, fd20c0
ff5cd2, 17d92a
eadc5a, f25737
fcfafe, 0d7337
1e79c4, fa193f
ef5acc, f36854
13a21e, 093e9c
f2ec4e, 0d7fd1
0123d1, e5a678
0e4510, f5db4b
efb80a, ef6201
f58199, fdd926
07a778, 08a82f
06f176, f6092d
fd8482, 05543b
0851fb, 062043
01321a, f0c0f3
f34db7, 05baff
0591ed, f57919
0ea90d, f242af
01799f, 0fe245
05769e, e6c58d
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
035b0d, 0007db
fbb4f8, 1d2f6e
fc7577, f9c083
05be67, 031281
fdce7d, 04217d
fb2adc, fa550d
f150e5, f9c485
fe47bd, 11a886
f894de, f6767a
05a969, 0913d9
f8ff75, 0167c4
005b49, fbe8c4
0106c6, ef06bd
09df45, f91c42
f2b50f, 02bc86
18038f, 115675
054cce, 087aca
08b090, f81075
f7060e, f8f9b9
1767f2, 0b14bf
f097f6, 0a22f1
29654c, 0e67e8
02c80d, 151220
ff8de4, ef2d8e
fca722, ff9432
0a693a, e2acc3
fae6ee, fd2548
ec106f, 0e7fa8
1c462e, 04c427
075c1a, 09d493
f56e5f, 07080a
01fda2, ff9ac6
e10032, 0cf0e9
f04052, ec3483
ea277f, 12006f
f75a2e, f394b5
082848, ffd3ec
f291d8, 00e1ba
164cab, edde11
f2737d, fbbc18
fa6369, 117328
0e8f5d, fea3cc
077e60, ec0e54
fc767f, ddcdf9
fc3d5b, 02178f
02351a, 13348a
0641d7, 0578b0
0c3690, fee8ec
083967, f6e137
1415f1, ef5906
0d0104, ee8642
00807b, 0aa08e
f47e2e, f5f4d3
fd790c, 132afb
f96c9b, ed0ee1
f663cb, 12f94c
e82fbf, 034c66
1207e1, 18afb7
06844c, f9f7ec
109924, f9b4cf
fd4b21, f3c287
fe8493, eafbed
043ef0, 00a163
02ea56, feb7ad
016a91, e0c9da
0be706, 03bf4c
0f0879, 05b7b9
ebb865, 134cd8
027a3b, fa2d23
fcfd1d, ffc683
05f97a, ebda56
08f2dc, 05b90a
fe9703, f7939f
0b0e8e, ee35c9
0b43ba, f4870f
ffe0c3, ffe147
f70e44, deaaf8
ffdc19, 0e3c2a
f8a25d, 1bf0c4
14e973, f57d0b
07f527, 09c18f
d7d58e, 0681b0
057058, f216b2
f455aa, 190fea
0cecc5, 055c28
f5b794, f403bc
f7b802, 17375e
f9da1b, 010c0d
fae664, 06067a
0d9134, fb5853
f318a0, fbe42f
0bc31b, 0d8f61
fc35ea, ea9531
f57ef8, 099b6f
eb5825, e4b02b
0c43c2, 031d79
e029ef, 15ffbd
f812a0, 0c1d6b
daab57, 086dcf
0fda32, fe825b
0c8f34, eef65d
04ab34, eb2ef9
09fc66, f75537
033888, 001cbe
ea8716, e7fe7f
0385e5, fe3bd3
fd4ac4, f3817f
f9bdb7, 0a1954
1429ae, 0926fe
11d0d5, fc20fd
fdcea6, f8ff7a
e69a7e, 13d98e
0a7ff3, 0ee11d
fbfb16, e9a228
03b608, ee2d64
fe8639, 0c36dc
ebb350, f60e54
0a3f1e, fcd9d5
f75dd5, f8d023
f9f334, 0abf4b
07634c, 0c8820
09fbae, 290b78
04becc, 127e3e
0c2fd8, fe868a
f9d855, 117cac
f40d36, fc290c
0f0709, ea1396
0d98bc, 15eb5f
04218f, 040b25
04ab31, 104df6
f4cbfb, 06a7f8
fc4719, 0e37cb
031224, 091e4c
d5e566, 053eaa
0bc62f, 173123
009fc3, febde2
e9e2a2, 0986c2
0862b6, fb801b
f9cf40, f06eab
de9e90, f8f4c7
f68af3, f638d2
eb5d55, f2ba9b
0214c9, fb32fb
fa00a4, f78c60
040046, dd41c8
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
eeda67, 00021a
026cc2, f6cc70
f9a596, f8a30f
fcd267, 191762
fc9049, 02f280
029503, f4cf77
fe0cb8, 0e4b72
f190e5, 042397
159d76, fab408
faa203, 0da76e
ef429f, 073d1e
fcbdb3, fdaf5e
ff1419, 0080a8
01f86f, 0ba0fe
fc9fc7, f2827b
ec2342, fbc87c
f66e86, 016c69
078426, fbfd8f
06b6f9, fdb6b9
01afd5, f3f6a8
ed34b8, 0d9b03
ffc826, 04af75
11bd07, 0899f9
0102f9, f287e0
091899, ff26c1
f05cdc, 03b5ca
0435de, fa8db4
eec3dd, f1e950
061f7f, f8c176
f39064, 0c08d9
ed9e26, 04bf33
14385e, f6d846
f3f387, 023367
0993a5, 0b1dbc
030d24, 07ea2f
efd733, f49c27
07c944, 03d962
064853, f5dc87
0aaf13, 091bbb
f576ad, 0847ce
0a0dab, 016dfb
0d8861, faa99c
ff292a, edd5e8
f526d4, 042dfc
ec68c7, fc7864
ec2f73, f51624
f276da, 2a700c
03bd3f, 12f3fd
0e3f20, fc919e
f9f4c1, 013f3a
0c03e8, fc6172
fb09f4, f710e6
05df07, 00d318
099f11, 005ab6
f4be99, 10d7ba
ec285f, f3e513
098a6d, 12e8eb
109495, fd555b
fc0f2e, f24bd3
0da678, dfa9d9
0ae737, 0ae28d
f9d1a4, 06614c
f3755f, 0554c2
0bed23, fc561c
023fb2, 0618c1
ffeb27, fd609a
fb9321, fc5d83
e0a956, 11d615
01fc82, 055dba
f0b6bb, 019670
ebfc4b, 01e610
042df2, 039973
06ffed, 018015
f6fbfa, 00db89
fcb8c5, fc2a46
09177d, 0d91d9
ec6dba, 0f62fa
02105e, 1034a8
0309c4, fe2247
01972f, fb8216
f6242a, 02ba9d
f9c9e6, f7b3a8
f74f9b, 018833
03459f, 0d7a30
f88d79, 0825ec
fff2aa, fa6f3c
0b7fa9, ff9b82
e7d295, 0dd3a1
f374d6, fbd32b
0f90fa, 140605
fbbda9, fffaa0
fc79d8, 112be2
0e8b9f, 0232ce
0c049b, f17fb8
ff4aec, 0d73a9
fc64e6, ede089
122c61, 0a7399
043b35, ee803d
fa449d, 01df2d
f0ce33, fd7ee3
f0150a, 01d8af
fea636, 0db46a
ffee79, f8d4a5
0ae264, 1801b2
023aa4, f9ecca
f05032, f59da0
fd1550, e89121
0d0bf2, 12ae4a
0e694a, e87eae
fccd7f, 006901
09b771, 11eea5
009965, fdc31d
e8e916, 1c90e2
0cc155, 01a4b8
03b03a, e762f5
f7d26b, 1f6a18
022743, f5a0ad
f816cb, fc8cf0
0dca5a, fd6268
1320b6, f89d2e
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
06c861, 0c23e2
faa69c, ff34a1
fdce5d, 05cc54
0303fb, 052d90
075cb2, 0b7f3d
02117a, 062768
001900, 04db8a
013675, 08682d
144079, 03b981
fa419e, 0cec37
fe6b9a, 092c89
fa739c, 003149
026fb5, ff1642
fd45d9, f64467
df6735, f8b1a7
07a41d, fe0bf5
09b68e, 060d8f
f88492, ffbf8b
077d58, ed08c7
132641, f8ae93
02e544, 1e40df
08de6b, f682eb
08a060, fb28ac
eef7f8, fb4d39
0caf9e, 1d87b6
f8a0f5, 115f72
026d48, feda28
fedd2d, fd6a28
fd8f0d, 088103
24fad3, fb26a7
01fe26, 18c46d
f15fa4, fa35d1
ff8baa, e7ff64
ffb05a, 04b5bf
f5bd7c, 08d893
ebee57, 01800f
0ea997, f03382
035faf, fe5a35
0abdba, fdd8fb
115b9c, f68b91
facf15, f61199
02f2e1, 0847b6
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
0babcc, 018583
e9dd7d, f884bf
feefc8, 17cfdc
096aa3, eb9fe5
1e5c56, 1a6422
e486e4, f75d5b
eca079, 034824
017b1b, 05f398
f7e231, ffe411
ebf48c, fc23d1
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
f4544a, 00d59f
f64c37, 047510
f0fe60, faaaa8
0a820b, fb566e
f9add4, 041e8e
006fb1, f7a078
ed9323, 04d0cd
f7c8fc, 039eb3
00124b, e6cd54
04420f, f5e167
f3c25b, 0072bd
0a0d41, fe1ec6
0e7770, f556dc
0e4fad, f283ca
f7c330, fbd5f9
f40c02, 13e702
fad06d, fc5f11
155be4, 0938e6
ee3867, 0ad760
0bb534, 120c39
1766cc, 1cd2c7
00a599, 06c71e
f1a6c3, 07f761
12dc59, fcaaa6
18dea8, 04e341
fa8a8f, 0347c8
0f747b, f87e61
1b28e9, 01b39a
e17564, 148874
f6fee4, f86420
0dd5fc, 146e2c
f5a99f, f9e4ec
f9225c, e993ff
0b7b4e, 01d122
00a271, 039d47
eb18f2, fef729
1d9234, 0670a6
0e2c20, fcea06
18d585, f0e5b3
eed25f, 0388fb
fdc565, 12b013
095461, eb27b7
0207c8, e84757
fe2b1c, 11a0c5
10a177, ec03a2
079b8a, 04cd35
082b9b, 0179c7
0f31fc, 02f606
f47d2f, fce1e0
f170d9, ff759d
fe611a, fa46c0
084e03, 0218eb
00bd51, 162da2
f7869c, 005198
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
faec4b, 06ec65
0f56db, f501e0
fc3ebe, 017a1a
f89f4a, 12a70f
09f6f0, e9713f
10fee6, 10df62
1b418e, 02767e
0ff761, f802fa
f20303, 0cd67e
faa292, 0d636f
f27159, 1b5bff
e77524, fda1ca
0fcb5d, f6d406
fd0033, 015001
002786, 00c543
160e75, efb2f3
ffb93b, f2df6e
fa1e91, fa2cda
f5178c, 0b9d53
f86905, 0cf12d
ff2b1d, 06fdf6
1eb3d6, 02856c
eceba1, 09e998
ee6695, 13224e
f4fe31, 137a38
01d2a5, 018110
10b8e2, fd2d93
fc11c0, fb2ed0
053831, 0ffd21
044585, f819fd
120f34, 0477d3
09b997, 143f86
ec410b, 05debb
086cda, 11d171
007a0d, e9504a
f5027d, 117f02
fa17c2, 11afe4
0ffd64, 0636cd
080b15, 02af91
fc34cf, 03968a
f6acd9, 01c7e0
09aa56, f4b4d2
161ec7, 1c7a44
057709, ffcdef
04aaf6, 0602d8
1286df, f23765
fd2ce2, 0aabc4
ecc2b4, 05ae96
04b9d1, fd1e7a
f375c8, ffb907
e16a59, e4dffb
11ee78, e41980
06409e, f8efd1
fbcaba, 0460d2
04600a, fe403b
01bfe8, 06e2d1
0e1cfd, fcfdf8
fe6d77, 1903c3
f4a6ec, ffa1d6
fcc657, 064d7e
0e8807, f493e4
f14416, 016b36
fd8ebc, 14bbfa
0efa10, f3acd9
0a48c5, f04d21
f9cd1b, 05d664
028575, 0d0f0d
00a509, 06423d
01579a, 0b7248
fa2e76, ff26d1
0ba295, 0c9b87
010d13, e8f265
0120ac, fa9ab2
fca13f, 069d81
f36506, 126a8e
fc78ff, ec31a3
0db0ba, fd09c4
ee06cb, 0a67b8
0e1397, 15505e
ef5b3d, f9273d
febde6, f4ec63
e23650, e8afd2
0f8f18, 0c3c6f
f097fb, f26c57
0938bb, e8a2ce
072d8c, 062340
0b21a4, f7ce3c
da91d3, f50676
05207f, 0f0e30
117ab6, 03a22a
0fd15c, f7ae56
f86c18, 06a672
fd9163, e3479d
058c28, f06a9b
0c0ee1, 044945
16ce82, fa42e5
f7517a, f4fc22
153f10, ef2dfc
ed69cf, fea3f0
09028e, f7a25d
03ae12, eb1cfe
ff4a01, 07df36
0a895c, ee9e20
06c1e0, f8be0a
06a7b9, f7e305
0562e8, ef245c
0e557d, 113ebd
edc50e, ec5655
ef0a06, f5c401
ffa265, 1c7fbc
0a11bf, 0e26b0
16e637, 14a276
0793f1, f3c794
011322, f3490c
05cd8c, 0202e8
0701bb, 0f0c62
f24f77, f6c17f
e5c46d, f21357
f4e868, e13acb
fdca80, f9e3e9
f68be8, 18c69e
f6a43a, 12d8d9
0304ad, 299dcc
fba1d6, f835e0
15f0a9, f40b8a
f4f1ca, faaafe
fcc8f8, 041a5b
0d0099, 058ffa
f418ec, f99d5e
f3ff7e, 136c73
1eeaf5, e54c23
fc0101, fa8058
00246b, fe1efb
ffaeb5, 079048
16e8ae, f54a09
f96837, fed1c5
285152, 02a258
e1b686, 19bbcb
f99703, 0339db
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
026883, 0d30a1
00c37a, 028174
f86fa8, 09137d
f2b57d, 0e8e35
f2f59c, 0193d5
00bf3d, 07307c
fcea2b, 07a0a7
fea044, fd0676
084324, fa1114
126819, ef5ede
068ad9, f084bf
ee0980, f728ad
00c7eb, 0e37dc
08881e, 0a3513
027eb2, f4b019
eb1076, ff5087
04a85c, 075311
01e876, 05cae9
02bbba, 0f37f5
ebe7a4, 01c2a4
ff005a, faa797
fa57a9, ee4b8a
e4cdf6, d69aa5
ea95cc, 11fa41
fa1f7e, 009d6d
03ff2b, f6c05a
e8363e, 00bbf7
166d28, 12f8e6
043354, f47964
eacc42, f89ac4
043c04, 1138a4
05f682, f7832c
01337c, 0db96e
ee62a4, 11ea3f
ff2cb2, 05e63f
00231e, 0727f9
e55a5d, 048109
0a8978, f66211
09c605, 02c0b4
fb442a, fd6b74
095d91, eecc23
fb9e22, ee1280
fe34da, f2e209
02b1ac, f3c78d
f5db01, ff5576
0c3589, f4878a
fcf278, f51053
0108c8, f60002
fe7530, ffc7f1
e8c154, fcc7ba
01441b, 00de31
f6d37c, e940fb
f3508f, 01e8d1
fc38e0, ffc290
19c8d9, 0d2f9d
0239a2, f6c25b
095e30, 0db955
f9d257, ea1c93
f612a8, 036032
e2a6a9, fba058
04dd5d, ed131a
f930be, 18009d
e19a43, f2e9d6
078be8, fc3af5
06a851, f8167a
fd0232, 058846
0c5039, ebdc0d
f60efc, 0ca65b
faf41c, f8ece9
08bf89, fa0aec
0821a7, 05f3e2
eca798, ff3712
eb0a63, fecdb4
f0f3df, 0f40a4
ff330c, 182e54
fb4dc9, 03441d
0d3615, f978a4
0946ba, f9faa9
ed3eb0, 01388c
0d23eb, 195c15
fe1b09, 0c1944
02c18b, e574e1
0a3949, 059741
f9fdd1, fcb8c3
0bd646, 0596e1
0b2142, 0cff26
f403b7, 07dcde
f3e338, 139081
0bf2b1, 024724
f93c8e, f90436
0e86bc, 06805b
09f231, 00ea63
e40b6d, ef7837
0316f8, f2c376
f4f205, e7a68c
f17b38, 1339b0
fe1c18, 0129db
fcddb5, 016ea4
fecb96, f5fcd9
08d8ba, fe6ed7
0b6aa8, 09e11a
f7d83c, 11e138
ebb7f3, e44150
fc91b9, f96349
013341, 079bbd
eebfa0, ec2a64
f2fbad, 05fb98
0580c6, fed915
1bbf66, 085d2d
f280b2, e6684e
f4aaf0, f8fbca
0b9359, eeb000
fa06ec, fba4e5
fbbbb4, fe7081
fda7cf, f45de7
06cf1f, f9e543
f1f164, 0c6a29
f622fd, 041779
fb28e6, f3981a
e91874, f65bdc
edd88b, f64f50
07227e, f11b97
f64ab5, 138f50
f425c0, fdafe9
011258, f5e744
e5b008, fc7807
099e3f, 03a3a7
f85a41, 03b580
04115c, fea8bd
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
0229ba, 1ae171
fa8661, 02a7d7
08687c, f7d0f3
1659dd, ef88dc
fb41e0, f00754
f294ce, fbad0a
f602ad, 00c28c
0dc616, 097b03
ff0906, f79cbf
1b0eed, ec6785
10f2be, f2609d
02211e, 05683f
0732e7, fd4536
0cf9fb, 05f1dc
f99d66, fab2c0
f24715, fe5d06
05913b, 1a5f43
00cda1, 0bfb2e
fe42e1, 0e3c27
f4d1d8, 0652fe
f6c3e0, eabfe0
f6c18f, fa2058
ff36e4, 124891
0b3440, 07a8a3
f4bdf1, fa20a6
11378e, fc7bf0
00598c, fdbf79
014a85, 1011dc
fe320b, faab1e
0443cd, fc68fd
0cbb4c, 06490f
03ff65, e626b4
f18907, f5a523
06672e, ebb0ab
ec3343, f8a514
f946ed, f40c8b
12c2f7, 1027ac
125259, fd106d
065371, 0b8a70
0d29e0, 149614
0c9428, 00edcf
fb0ebe, 0e60ed
e3437b, 05eae0
f3ecb1, 015019
109550, 0b209f
fa7eee, 0e7b1d
091522, 0d5034
f212ef, 0b993c
0c4dd5, e46354
0b050d, f9269c
ef1254, f3bf22
0bde5e, fddb57
ffc562, f69719
f8ef74, 033f70
032a6b, 01a382
e7e11e, 037579
f9ae03, 078c94
efac74, 080b88
0c06b8, 0634bc
fdf76b, f91c9f
ec5616, f17444
f854f4, 13c84b
04f245, f821ee
f7af74, 0402b3
fc4e9c, 0e6a46
ee8306, 05bf5e
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
ede452, 12f498
f30721, 19283e
f8e817, 1a5294
11d080, f675ab
0746b5, 0a05d7
f9a895, 0b3b77
1bb930, ff31e4
ecc711, f1b8c6
e155d5, fea8e9
095b25, 0642a8
fec6c4, f355ba
196d65, f7d9d1
f77580, 00fe4c
193d32, 003bf1
037602, f93a4d
fa5a19, 08c4e7
fc7a4f, 0da4e5
09bf02, 11854d
061507, fbf21a
e7d6c5, ffe7e1
05a5c2, fe8f4c
06e71b, 0020c1
f97862, 048310
1a5514, ff679c
f9a619, fd0023
e797ac, e5a69c
078e5c, ed1a38
00b09a, 075ed7
ff3cb4, 138943
f4d2bf, ec3aae
067877, f9fba6
1139f6, f0a6dc
09907f, 199891
06f7e0, 097d49
112735, faa091
f30c89, 1556a0
debb99, 096a6e
009d38, ef9e49
012add, fdf294
f36ed7, 00f530
074500, 19158e
0a9b05, e9ce5a
02c164, 033bcd
f707bb, 05ee0b
0b2fab, 18372a
112f9e, f56d9c
0c0d1b, 02ffee
fd103f, 108424
ee8853, 0a7df1
e36222, f661a1
0044b3, f39761
0dac5d, 1b25ea
fbbbf2, f657bc
f98d3d, ec183e
08a8d3, 15d3a3
1d1c4b, 118710
f6934b, ed8a9e
fb67db, 0d840c
03fc6d, ec278b
ef301b, 008a20
090c02, 01edf0
013b3f, 062d65
0f2b35, ecddd7
075257, 0ae51e
f6bce1, 08c605
08e563, 080a1c
fb44cd, f7e826
e831d2, 07cb06
115fb8, f5f7a2
055d64, f8b2df
f561c6, f4534c
f5260e, fa36f1
0c4ac4, e909a3
03ef02, eeddf7
18d2fa, 08d6ac
fdf899, fcb88e
e78d45, 06569f
0a9842, 17ad8d
d839af, fc36ed
0e5a1c, 0e6718
f43d21, f330f4
016d72, 07f83f
ee54ef, efed28
f86f04, 02cf0c
e73be0, 1cde98
05324c, e425eb
fc4309, 0d130f
dc2441, fbd1cb
f55c97, 03fc30
13f0c0, 022f00
fcb342, f14dfc
04070f, 03e047
fef959, f6987a
f6c749, efe2b0
138021, f7455d
eeb2b3, 030135
df8a0b, f2683d
17ea78, 13bcbb
0274f7, fa68c3
1364b5, ff0448
13a8f4, 096eb6
145e9d, 009351
fdcad1, 11e490
0d59dc, ee07d3
0cf55f, f7e20e
145b2d, fbf11d
ef9997, 01a585
efeaf1, f011a9
045e0c, 107ab1
00a226, edbe58
0c9548, 02b697
0c278f, 136708
